Grubber;Grubber is a male pug-faced hedgehog who appears as a minor antagonist in My Little Pony The Movie. He is Tempest Shadow's sidekick and a former servant of the Storm King.;[Hedgehog];Male;null;https://static.wikia.nocookie.net/mlp/images/a/ab/Grubber_ID_MLPTM.png/revision/latest/scale-to-width-down/200?cb=20171014023455
Wallflower Blush;Wallflower Blush, or simply Wallflower, is a female human who appears as the main antagonist in the Equestria Girls hour-long special Forgotten Friendship and its novelization A Friendship to Remember. She is a student at Canterlot High School and the founder of its gardening club.;[Human Earth pony];Female;null;https://static.wikia.nocookie.net/mlp/images/e/e4/Wallflower_Blush_ID_EGFF.png/revision/latest/scale-to-width-down/160?cb=20181028073826
Chancellor Neighsay;Chancellor Neighsay, or simply, Neighsay,[note 1] is a male unicorn pony who first appears as the antagonist of the season eight premiere School Daze. He is the head of the Equestrian Education Association, or EEA, a board of scholars who oversee all schools in Equestria.;[Unicorn];Male;null;https://static.wikia.nocookie.net/mlp/images/1/1a/Chancellor_Neighsay_ID_S8E2.png/revision/latest/scale-to-width-down/200?cb=20180325123334
Vignette Valencia;Vignette Valencia is a female human who appears as the main antagonist in the Equestria Girls hour-long special Rollercoaster of Friendship. She is a social media celebrity in charge of the grand opening of the Equestria Land theme park.;[Human];Female;null;https://static.wikia.nocookie.net/mlp/images/6/6b/Vignette_Valencia_ID_EGROF.png/revision/latest/scale-to-width-down/250?cb=20180708224539
Kiwi Lollipop and Supernova Zap;Kiwi Lollipop, also known as K-Lo, and Supernova Zap, also known as Su-Z, are two female human characters who appear as the antagonists of the Equestria Girls hour-long special Sunset's Backstage Pass. They are a pop music duo under the name PostCrush.;[Human];Female;null;https://static.wikia.nocookie.net/mlp/images/6/6c/Kiwi_Lollipop_ID_EGSBP.png/revision/latest/scale-to-width-down/150?cb=20200111055936
Shadowbolts;The Shadowbolts are a squad of Pegasus ponies similar to the Wonderbolts who were created by Nightmare Moon. They appear in the season episode Friendship is Magic, part 2 and some adaptations and merchandise. Their name is a portmanteau of the words "shadow" and "thunderbolt". Members of the Shadowbolts include Shadow Surprise and unnamed Pegasi.;[Pegasus];null;null;https://static.wikia.nocookie.net/mlp/images/4/45/The_Shadowbolts_annoyed_S1E02.png/revision/latest/scale-to-width-down/240?cb=20140522181623
Boy Bullies;The Boy Bullies are a group of up to three male Pegasi, including Hoops, Dumb-Bell, and Score, who have picked on Rainbow Dash and Fluttershy, calling them respectively "Rainbow Crash" and "Klutzershy". The three first appear as grown stallions in the season one episode Sonic Rainboom, and they make varying appearances as stallions and colts in later episodes, chapter books, and IDW comics. The two other than Hoops are not named in the show, but the three's collective title and individual names are given in merchandise.;[Pegasus Human ];Male;[Cloudsdale];https://static.wikia.nocookie.net/mlp/images/8/8d/Hoops_ID_S1E16.png/revision/latest/scale-to-width-down/180?cb=20130203221523
Flim and Flam;Flim and Flam, collectively known as the Flim Flam Brothers, are twin salespony unicorn brothers who first appear as antagonists in The Super Speedy Cider Squeezy 6000 and return in later episodes, animated shorts, IDW comics, and chapter books. Flim is called Flim Skim in some merchandise.;[Unicorn Human ];Male;null;https://static.wikia.nocookie.net/mlp/images/8/81/Flim_singing_on_podium_ID_S2E15.png/revision/latest/scale-to-width-down/225?cb=20120201023343
Lightning Dust;Lightning Dust is a female Pegasus pony who first appears in the episode Wonderbolts Academy and makes subsequent appearances in later episodes, IDW comics, and magazines. Her cutie mark usually consists of a lightning bolt and three stars. She leaves a blue and yellow thunderbolt streak behind her when she flies, similar to Rainbow Dash's rainbow streak and the Wonderbolts' trail of lightning clouds. She is called Lighting Dust in The Elements of Harmony Vol. II guidebook.;[Pegasus];Female;null;https://static.wikia.nocookie.net/mlp/images/f/fe/Lightning_Dust_ID_S3E7.png/revision/latest/scale-to-width-down/200?cb=20121215182036
Mane-iac;The Mane-iac is a female Earth pony super-villain from Maretropolis who first appears in the season four episode Power Ponies. She is the archenemy of the comic book superhero team, the Power Ponies. She is called Mane-iac Mayhem in some merchandise.;[Earth Human ];Female;[Maretropolis];https://static.wikia.nocookie.net/mlp/images/6/6e/Mane-iac_ID_S4E06.png/revision/latest/scale-to-width-down/225?cb=20210912015302
Mane-iac's henchponies;Neon Brush, Quick Trim, Comb Over, The Unconditioner, and Blow Dry are the placeholder names of five male Earth ponies, at least twenty-two of whom serve as henchponies to the Mane-iac in the comic-book universe of Maretropolis. They appear in Power Ponies and its adaptation(s) Power Ponies to the Rescue! and Power Ponies Go! They are unnamed in the show and in other depictions, one of which internally identifies Neon Brush as soldier, Quick Trim as officer, and Blow Dry as captain.[1];[Earth];Male;null;https://static.wikia.nocookie.net/mlp/images/8/85/Mane-iac%27s_henchponies_ID_S4E6.png/revision/latest/scale-to-width-down/250?cb=20160305013428
Suri Polomare;Suri Polomare is a female Earth pony and the antagonist in the season four episode Rarity Takes Manehattan, appearing alongside her assistant Coco Pommel. She is named Buttonbelle in some merchandise.;[Earth Human ];Female;[Manehattan Ponyville ];https://static.wikia.nocookie.net/mlp/images/3/32/Suri_Polomare_ID_S4E08.png/revision/latest/scale-to-width-down/220?cb=20140107052206
Wind Rider;Wind Rider is a male Pegasus pony and the antagonist of the season five episode Rarity Investigates!. He is a retired member of the Wonderbolts who frames Rainbow Dash for a crime to preserve his long-distance speed record.;[Pegasus];Male;null;https://static.wikia.nocookie.net/mlp/images/3/36/Wind_Rider_ID_S5E15.png/revision/latest/scale-to-width-down/240?cb=20151207234832
Svengallop;Svengallop is a male Earth pony and the antagonist of the season five episode The Mane Attraction. He is Coloratura's bossy and flamboyant former manager who exploits her for personal gain.;[Earth];Male;[Manehattan];https://static.wikia.nocookie.net/mlp/images/4/4b/Svengallop_ID_S5E24.png/revision/latest/scale-to-width-down/180?cb=20151122042530
Gladmane;Gladmane is a male Earth pony and the antagonist of the season six episode Viva Las Pegasus. He is the former owner of a luxury resort hotel in Las Pegasus and Flim and Flam's former employer.;[Earth];Male;[Las Pegasus];https://static.wikia.nocookie.net/mlp/images/6/67/Gladmane_ID_S6E20.png/revision/latest/scale-to-width-down/200?cb=20160919000332
Diamond Dogs;The Diamond Dogs are a group of dog creatures who first appear as the antagonists of the episode A Dog and Pony Show, led by the three dogs Rover, Fido, and Spot. After they see Rarity using her gem-finding spell, they kidnap her and force her to find gems for them. They are not particularly smart, allowing Rarity to trick them with ease. Their human counterparts appear in the Rainbow Rocks animated short Player Piano and make cameo appearances in My Little Pony Equestria Girls: Rainbow Rocks and My Little Pony Equestria Girls: Friendship Games.;[Dog Human ];Male;[Cave Systems, including in the Appaloosan Mountains Dimondia Caninia];https://static.wikia.nocookie.net/mlp/images/d/d8/DD_Rover_ID_S1E19.png/revision/latest/scale-to-width-down/160?cb=20140618135048
Principal Cinch;Principal Cinch is a female human and the main[1] antagonist in My Little Pony Equestria Girls: Friendship Games. She is the former headmistress of Crystal Prep Academy. She is named Principal Abacus Cinch in the film's opening and closing credits and with a trademark symbol on her Enterplay trading card Equestrian Friends #27.;[Human];Female;[Human world];https://static.wikia.nocookie.net/mlp/images/5/5d/Principal_Cinch_ID_EG3.png/revision/latest/scale-to-width-down/120?cb=20151017144507
Sludge;Sludge is a male dragon who appears as the antagonist of the season eight episode Father Knows Beast, pretending to be Spike's father. He is named Shale in some merchandise.;[Dragon];Male;[Dragon Lands];https://static.wikia.nocookie.net/mlp/images/8/84/Sludge_ID_S8E24.png/revision/latest/scale-to-width-down/250?cb=20181022161527
Hoity Toity;Hoity Toity is a fancy Earth pony and a major representative of the fashion world from Canterlot. The term "hoity toity" means "self-important, haughty, or pompous". Hoity Toity's character design is strongly reminiscent of the late German fashion designer Karl Lagerfeld, the same basis as "Stärke Kragen", in the style of his mane and clothing. His accent is a stereotypical upper class American one.;[Earth];Male;[Canterlot];https://static.wikia.nocookie.net/mlp/images/9/91/Hoity_Toity_thumb_2_S1E14.png/revision/latest/scale-to-width-down/250?cb=20120624223954
Photo Finish;Photo Finish is a female Earth pony and famous fashion photographer in Equestria who first appears in the season one episode Green Isn't Your Color.;[Earth];Female;null;https://static.wikia.nocookie.net/mlp/images/c/c0/Photo_Finish_S1E20_thumb.png/revision/latest/scale-to-width-down/250?cb=20120627225352
Sapphire Shores;Sapphire Shores is a famous female Earth pony pop star singer from Canterlot, whom Rarity addresses as "The Pony of Pop". She first appears in the episode A Dog and Pony Show.;[Earth Unicorn ,  Human ];Female;[Canterlot];https://static.wikia.nocookie.net/mlp/images/a/a5/Sapphire_Shores_ID_S4E19.png/revision/latest/scale-to-width-down/200?cb=20140325182812
Fancy Pants;Fancy Pants, or Fancypants, is a male unicorn of Canterlot high society who is introduced in the episode Sweet and Elite. Rarity describes him as the most important pony in Canterlot. His entourage frequently change their opinions to agree with his own.;[Unicorn];Male;[Canterlot];https://static.wikia.nocookie.net/mlp/images/9/9b/Fancy_Pants_ID_S5E10.png/revision/latest/scale-to-width-down/250?cb=20160326011020
Daring Do;Daring Do, or Daring Do Dazzle,[note 1] also known as A.K. Yearling,[note 2] is a female Pegasus pony, the titular character and the author of the Daring Do book series, based on her adventures. She first appears in storybook form in the season two episode Read It and Weep and physically debuts in the season four episode Daring Don't.;[Pegasus Human ];Female;[A house in the forest northwest of the Galloping Gorge and northeast of Vanhoover, not far from the Fortress of Talacon in Tenochtitlan Basin[1]];https://static.wikia.nocookie.net/mlp/images/a/af/Daring_Do_ID_S7E18.png/revision/latest/scale-to-width-down/240?cb=20170905174341
Prim Hemline;Prim Hemline is a female Earth pony who appears in the season four episodes Rarity Takes Manehattan and Equestria Games. She is a fashion critic and judge for Manehattan's Fashion Week.;[Earth Human ];Female;[Manehattan];https://static.wikia.nocookie.net/mlp/images/b/b5/Prim_Hemline_ID_S4E08.png/revision/latest/scale-to-width-down/220?cb=20140107052458
Trenderhoof;Trenderhoof is a male unicorn pony who appears in the episode Simple Ways. He is a traveling writer who writes for Equestria magazines.;[Unicorn Human ];Male;null;https://static.wikia.nocookie.net/mlp/images/5/55/Trenderhoof_ID_S4E13.png/revision/latest/scale-to-width-down/180?cb=20140207140015
Coloratura;Coloratura, nicknamed Rara and stage-named Countess Coloratura, is a female Earth pony and supporting character who appears in the season five episode The Mane Attraction and the season nine episode The Last Problem. She is a famous pop singer in Equestria and a childhood friend of Applejack's.;[Earth Human ];Female;[Manehattan];https://static.wikia.nocookie.net/mlp/images/4/4f/Coloratura_ID_S5E24.png/revision/latest/scale-to-width-down/200?cb=20160331020344
Zesty Gourmand;Zesty Gourmand is a female unicorn pony and representative of Canterlot high society who appears in the season six episode Spice Up Your Life. She is a critic whose particular tastes and harsh ratings pressure the restaurateurs of Canterlot to accommodate her at the cost of their individuality.;[Unicorn];Female;[Canterlot];https://static.wikia.nocookie.net/mlp/images/d/d0/Zesty_Gourmand_ID_S6E12.png/revision/latest/scale-to-width-down/250?cb=20160611223614
Songbird Serenade;Songbird Serenade is a female Pegasus pony who appears as a supporting character in My Little Pony The Movie, a central character in the chapter book Beyond Equestria: Pinkie Pie Steps Up, and in the IDW comics' My Little Pony: Ponyville Mysteries Issue #5. She is the biggest pop star in Equestria and the headlining act for the Friendship Festival.;[Pegasus];Female;[Manehattan[1]];https://static.wikia.nocookie.net/mlp/images/3/31/Songbird_Serenade_ID_MLPTM.png/revision/latest/scale-to-width-down/180?cb=20171013144042
Spitfire;Spitfire is a female Pegasus pony and the captain of the aerial acrobatics group, the Wonderbolts. She makes her debut in Sonic Rainboom and her name is first used in The Best Night Ever. She and Soarin are the first two members of the Wonderbolts to be named on the show. Spitfire is a term denoting a person with a fierce temper. The Supermarine Spitfire is also the name of an iconic British-produced, high-performance Allied fighter aircraft used in the Second World War.;[Pegasus Human ];Female;null;https://static.wikia.nocookie.net/mlp/images/1/13/Spitfire_ID_S6E7.png/revision/latest/scale-to-width-down/225?cb=20160509154751
Soarin;Soarin,[8] or Soarin', is a male Pegasus pony and a member of the Wonderbolts. He appears in multiple episodes of the series, making his debut in The Ticket Master, in Rainbow Dash's fantasy. Soarin makes his speaking debut in The Best Night Ever, which is also where his name is mentioned by Spitfire, the captain of the Wonderbolts. He also appears to have a huge love for apple pie, as seen in The Best Night Ever. The shoulder boards on his shirt in A Canterlot Wedding - Part 2 signify he is a commander of the Wonderbolts, and as second-in-command, issues orders when Spitfire is absent in Rarity Investigates!;[Pegasus Human ];Male;null;https://static.wikia.nocookie.net/mlp/images/9/98/Soarin_ID_S4E10.png/revision/latest/scale-to-width-down/225?cb=20140202035823
Blaze;Blaze is a female Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. She first appears in The Ticket Master, and she has a speaking role in Rarity Investigates!;[Pegasus Human ];Female Male ;null;https://static.wikia.nocookie.net/mlp/images/9/9a/Blaze_ID_S6E7.png/revision/latest/scale-to-width-down/170?cb=20160509155816
Surprise;Surprise is a female Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. She first appears in The Ticket Master, and she has a speaking role in Newbie Dash, My Little Pony Micro-Series Issue #8, and My Little Pony Annual 2017. She is not named in the show, credited only as "Wonderbolt 1" in Newbie Dash, but she is named in merchandise and other media.;[Pegasus];Female;null;https://static.wikia.nocookie.net/mlp/images/d/df/Surprise_ID_S6E7.png/revision/latest/scale-to-width-down/240?cb=20160509155521
Fire Streak;Fire Streak, or Lightning Dash, is a male Pegasus pony and a retired member of the aerial acrobatics group, the Wonderbolts. He first appears in the season one episode Sonic Rainboom. He is named Fire Streak in Newbie Dash and Parental Glideance, and he is named both Fire Streak and Lightning Dash in merchandise.;[Pegasus Unicorn];Male;null;https://static.wikia.nocookie.net/mlp/images/7/7a/Fire_Streak_ID_S5E15.png/revision/latest/scale-to-width-down/200?cb=20170512233852
Misty Fly;Misty Fly is a female Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. She first appears in Sonic Rainboom, and she has speaking roles in Rarity Investigates!, Newbie Dash, Top Bolt, and Grannies Gone Wild. She is named Icy Mist in some merchandise.;[Pegasus];Female;null;https://static.wikia.nocookie.net/mlp/images/1/10/Misty_Fly_ID_S6E7.png/revision/latest/scale-to-width-down/220?cb=20160509155217
Silver Zoom;Silver Zoom, or Silver Lining, is a male Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. He first appears in the season one episode Sonic Rainboom. He is not named in the show, but he is named varyingly in merchandise.;[Pegasus];Male;null;https://static.wikia.nocookie.net/mlp/images/8/88/Silver_Zoom_ID_S6E7.png/revision/latest/scale-to-width-down/160?cb=20161113220552
Fleetfoot;Fleetfoot is a female Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. She first appears in The Best Night Ever, and she is first mentioned by name in Sweet and Elite.;[Pegasus Human ];Female;null;https://static.wikia.nocookie.net/mlp/images/9/95/Fleetfoot_ID_S6E7.png/revision/latest/scale-to-width-down/225?cb=20171101081654
High Winds;High Winds is a female Pegasus pony and a member of the aerial acrobatics group, the Wonderbolts. She first appears in The Best Night Ever, and she has a brief speaking role in Newbie Dash. She is not named in the show, credited only as "Wonderbolt 2" in Newbie Dash, but she is named in merchandise.;[Pegasus Human ];Female;null;https://static.wikia.nocookie.net/mlp/images/a/ab/High_Winds_ID_S6E7.png/revision/latest/scale-to-width-down/200?cb=20160709223519
Thunderlane;Thunderlane is a male Pegasus pony who first appears in the episode Hurricane Fluttershy. He has a dark gray coat, amber eyes and a blue-silver mane. His cutie mark is a storm cloud with a lightning bolt descending from it. He shares his design and eye color with Stormbreaker. He is Rumble's older brother.;[Pegasus];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/c/c8/Thunderlane_S02E22_thumb.png/revision/latest/scale-to-width-down/225?cb=20171002195633
Nurse Redheart;Nurse Redheart is a female Earth pony who works as a nurse at Ponyville Hospital. She has a white coat, pink mane and tail, blue eyes, and a varying cutie mark at least of a medical cross with a heart in each corner. She wears a nurse's cap that bears an emblem with the same design as her cutie mark.;[Earth Human ];Female;[Ponyville];https://static.wikia.nocookie.net/mlp/images/5/5d/Nurse_Redheart_ID_S7E3.png/revision/latest/scale-to-width-down/240?cb=20170503175548
Dr. Horse;Dr. Horse, or Doc Top, is a male Earth pony pediatrician who first appears in the season two episode Secret of My Excess. He has a light brown coat, orange mane and tail, gold eyes, and a cutie mark of a stethoscope and varying first aid kit. He is named "Dr. Horse" in the show and "Doc Top" in merchandise.;[Earth];Male;null;https://static.wikia.nocookie.net/mlp/images/2/20/Doc_Top_ID_S2E10.png/revision/latest/scale-to-width-down/220?cb=20111212174236
Dr. Fauna;Dr. Fauna, also called Mane Goodall and Mane Cureall, is a female Earth pony veterinarian who first appears in the season two episode Secret of My Excess. She has a light yellow coat, two-tone blue mane and tail, brown eyes, and a cutie mark of a dog's head, cat's head, and white bird. She is named "Dr. Fauna" in the show and "Mane Goodall" and "Mane Cureall" in merchandise.;[Earth];Female;null;https://static.wikia.nocookie.net/mlp/images/c/c0/Mane_Goodall_smiling_at_Spike_S2E10.png/revision/latest/scale-to-width-down/220?cb=20160119194822
Doctor Horse;Doctor Horse, also called Dr. Greymare, Dr Horse, or Doctor Horses, is a male pony who appears in Read It and Weep, Pinkie Pride, Equestria Games, A Health of Information, My Little Pony: Friends Forever Issue #27, and My Little Pony: Friendship is Magic Issue #81. He is a unicorn in My Little Pony Friendship is Magic, Friends Forever Issue 27, My Little Pony: Ponyville Mysteries Issue #1 cover A, Gameloft's mobile game, and some merchandise, while he is an Earth pony in Friendship is Magic Issue 81, Tails of Equestria, and most merchandise. He has a cream caramel coat, caramel brown or yellow mane and tail, dark cyan eyes, and a cutie mark of an electrocardiograph monitor. He works at Ponyville Hospital as an M.D. He is unnamed in the show and most comics, his unicorn version only being addressed as "Doctor" by Twilight Sparkle and as "Doc" by Rainbow Dash and Applejack, but his unicorn version is named "Doctor Horse" in software and part of some merchandise and "Doctor Horses" in another part of some merchandise, and his Earth pony version is named "Dr. Greymare" in one comic and "Dr Horse" in other merchandise.[note 1];[Unicorn Earth ];Male;null;https://static.wikia.nocookie.net/mlp/images/9/90/Doctor_Horse_ID_S2E16.png/revision/latest/scale-to-width-down/200?cb=20140712174722
Nurse ponies;Nurse ponies are ponies who work as nurses at Ponyville Hospital and appear in Applebuck Season, Read It and Weep, Where the Apple Lies, and other episodes. Most are unnamed in the show, "Nurse Sweetheart", "Nurse Tenderheart", and "Nursery Rhyme" being placeholder names, but Nurse Snowheart is named in merchandise and other media.;[Earth Unicorn];Female Male;null;https://static.wikia.nocookie.net/mlp/images/2/2d/Full_view_of_Ponyville_Hospital_surgery_theater_S6E23.png/revision/latest/scale-to-width-down/250?cb=20161009173132
Mage Meadowbrook;Mage Meadowbrook, or simply Meadowbrook, is a female Earth pony and figure of Equestrian legend first mentioned in season five's The Cutie Map - Part 1. She makes her first physical appearance in My Little Pony: Friendship is Magic Issue #58 and her first in-show appearance in the season seven episode A Health of Information.;[Earth];Female;[Hayseed Swamp];https://static.wikia.nocookie.net/mlp/images/d/df/Mage_Meadowbrook_ID_S7E20.png/revision/latest/scale-to-width-down/200?cb=20170924235649
Flash Magnus;Flash Magnus is a male Pegasus pony and figure of Equestrian legend. He makes his first appearance in My Little Pony: Legends of Magic Issue #4 and his first in-show appearance in the season seven episode Campfire Tales.;[Pegasus];Male;[Canterlot Cloudsdale ];https://static.wikia.nocookie.net/mlp/images/c/c0/Flash_Magnus_ID_S7E26.png/revision/latest/scale-to-width-down/220?cb=20171012212527
Mistmane;Mistmane is a female unicorn pony and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. She makes her first physical appearance in My Little Pony: Legends of Magic Issue #3 and her first in-show appearance in the season seven episode Campfire Tales.;[Unicorn];Female;[Crystal Empire Unnamed village ];https://static.wikia.nocookie.net/mlp/images/2/2e/Mistmane_ID_S7E16.png/revision/latest/scale-to-width-down/220?cb=20170829034934
Rockhoof;Rockhoof is a male Earth pony and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. He makes his first physical appearance in My Little Pony: Legends of Magic Issue #2 and his first in-show appearance in the season seven episode Campfire Tales.;[Earth];Male;[Unnamed village at the foot of a volcano];https://static.wikia.nocookie.net/mlp/images/0/0f/Rockhoof_ID_S7E16.png/revision/latest/scale-to-width-down/200?cb=20170828234747
Somnambula;Somnambula (/sɒmˈnæmbjuːlə/, sahm-NAM-byoo-luh) is a female Pegasus and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. She makes her first appearance in the IDW comics' My Little Pony: Legends of Magic Issue #5 and her first in-show appearance in the season seven episode Daring Done?;[Pegasus];Female;[Somnambula];https://static.wikia.nocookie.net/mlp/images/7/70/Somnambula_ID_S7E18.png/revision/latest/scale-to-width-down/220?cb=20170906171133
Star Swirl the Bearded;Star Swirl the Bearded is a male unicorn who is alluded to in various episodes and other media before making his first physical appearance in the season seven finale Shadow Play. He also appears in the IDW comics and Budge Studios' mobile game Harmony Quest. He is first mentioned by Twilight Sparkle in Luna Eclipsed as "the most important conjurer of the pre-classical era.";[Unicorn];Male;null;https://static.wikia.nocookie.net/mlp/images/7/76/Star_Swirl_the_Bearded_ID_S7E26.png/revision/latest/scale-to-width-down/200?cb=20171012212227
Mage Meadowbrook;Mage Meadowbrook, or simply Meadowbrook, is a female Earth pony and figure of Equestrian legend first mentioned in season five's The Cutie Map - Part 1. She makes her first physical appearance in My Little Pony: Friendship is Magic Issue #58 and her first in-show appearance in the season seven episode A Health of Information.;[Earth];Female;[Hayseed Swamp];https://static.wikia.nocookie.net/mlp/images/d/df/Mage_Meadowbrook_ID_S7E20.png/revision/latest/scale-to-width-down/200?cb=20170924235649
Flash Magnus;Flash Magnus is a male Pegasus pony and figure of Equestrian legend. He makes his first appearance in My Little Pony: Legends of Magic Issue #4 and his first in-show appearance in the season seven episode Campfire Tales.;[Pegasus];Male;[Canterlot Cloudsdale ];https://static.wikia.nocookie.net/mlp/images/c/c0/Flash_Magnus_ID_S7E26.png/revision/latest/scale-to-width-down/220?cb=20171012212527
Mistmane;Mistmane is a female unicorn pony and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. She makes her first physical appearance in My Little Pony: Legends of Magic Issue #3 and her first in-show appearance in the season seven episode Campfire Tales.;[Unicorn];Female;[Crystal Empire Unnamed village ];https://static.wikia.nocookie.net/mlp/images/2/2e/Mistmane_ID_S7E16.png/revision/latest/scale-to-width-down/220?cb=20170829034934
Rockhoof;Rockhoof is a male Earth pony and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. He makes his first physical appearance in My Little Pony: Legends of Magic Issue #2 and his first in-show appearance in the season seven episode Campfire Tales.;[Earth];Male;[Unnamed village at the foot of a volcano];https://static.wikia.nocookie.net/mlp/images/0/0f/Rockhoof_ID_S7E16.png/revision/latest/scale-to-width-down/200?cb=20170828234747
Somnambula;Somnambula (/sɒmˈnæmbjuːlə/, sahm-NAM-byoo-luh) is a female Pegasus and figure of Equestrian legend first mentioned in season six's The Crystalling - Part 2. She makes her first appearance in the IDW comics' My Little Pony: Legends of Magic Issue #5 and her first in-show appearance in the season seven episode Daring Done?;[Pegasus];Female;[Somnambula];https://static.wikia.nocookie.net/mlp/images/7/70/Somnambula_ID_S7E18.png/revision/latest/scale-to-width-down/220?cb=20170906171133
Star Swirl the Bearded;Star Swirl the Bearded is a male unicorn who is alluded to in various episodes and other media before making his first physical appearance in the season seven finale Shadow Play. He also appears in the IDW comics and Budge Studios' mobile game Harmony Quest. He is first mentioned by Twilight Sparkle in Luna Eclipsed as "the most important conjurer of the pre-classical era.";[Unicorn];Male;null;https://static.wikia.nocookie.net/mlp/images/7/76/Star_Swirl_the_Bearded_ID_S7E26.png/revision/latest/scale-to-width-down/200?cb=20171012212227
Royal guards;The royal guards, some also referred to as the E.U.P. (Earth, Unicorn, Pegasus) Guard of the Protective Pony Platoons,[note 1] are various groups of armored ponies, griffons, Hippogriffs, or gargoyles that serve various members of royalty. They act as bodyguards, ceremonial guards in festivities, soldiers, and chauffeurs on several occasions. The guards are generally shown wearing extremely serious expressions and usually don't speak, but when they do, their voice is provided by Jayson Thiessen,[3] Andrew Francis, Peter New, Ian Hanlin, Brian Drummond, Jason Simpson and/or Scott Underwood. Their cutie marks are obscured by their uniforms.;[Various];Male Female ;[Various locations];https://static.wikia.nocookie.net/mlp/images/f/ff/Earth_royal_guard_ID_S3E01.png/revision/latest/scale-to-width-down/210?cb=20131218184910
Mayor Mare;Mayor Mare is a female Earth pony and the mayor of Ponyville who first appears in Friendship is Magic, part 1. She is frequently depicted giving speeches.;[Earth];Female;[Ponyville Canterlot ];https://static.wikia.nocookie.net/mlp/images/6/68/Mayor_Mare_id_S02E15.png/revision/latest/scale-to-width-down/230?cb=20150916054559
Cheerilee;Miss Cheerilee is a female Earth pony in Ponyville and supporting character in the show. She is a teacher at the Ponyville Schoolhouse.;[Earth];Female;[Ponyville With Lugnut's father's sister's cousin (formerly, Friendship is Magic Issue #10) Canterlot (formerly, Friendship is Magic Issue #12)];https://static.wikia.nocookie.net/mlp/images/3/3d/Cheerilee_ID_S2E17.png/revision/latest/scale-to-width-down/240?cb=20150709040905
Spa ponies;The spa ponies, Lotus Blossom and Aloe, are two female Earth ponies who work at their co-owned[4][5] Ponyville Day Spa. In some credits and different merchandise, Lotus Blossom is called Lotus Bloom or simply Lotus, and Aloe is called Aloe Vera.;[Earth];Female;[Ponyville];https://static.wikia.nocookie.net/mlp/images/8/87/Lotus_Blossom_id_S1E9.png/revision/latest/scale-to-width-down/250?cb=20130204012145
Sheriff Silverstar;Sheriff Silverstar is a male Earth pony who first appears in the season one episode Over a Barrel. He serves as the sheriff of Appleloosa.;[Earth];Male;[Appleloosa];https://static.wikia.nocookie.net/mlp/images/d/df/Sheriff_Silverstar_ID_S5E6.png/revision/latest/scale-to-width-down/200?cb=20150502204538
Davenport;Davenport is a male Earth pony and the owner of Quills and Sofas, a store in Ponyville that sells quills and sofas. He is named directly in It Isn't the Mane Thing About You and merchandise and indirectly in some other media.;[Earth];Male;[Ponyville];https://static.wikia.nocookie.net/mlp/images/0/00/Davenport_ID_S3E13.png/revision/latest/scale-to-width-down/180?cb=20150421011640
Twilight Velvet and Night Light;Twilight Velvet and Night Light, also called Mrs. Sparkle and Mr. Sparkle respectively, are the married unicorn parents of Twilight Sparkle and Shining Armor and paternal grandparents of Flurry Heart who live in Canterlot. They first appear in The Cutie Mark Chronicles, and have made very few appearances in the show since. They are named varyingly in credits, merchandise, and other depictions.;[Unicorn];Female;[Canterlot];https://static.wikia.nocookie.net/mlp/images/4/4b/Twilight_Velvet_id_S1E23.png/revision/latest/scale-to-width-down/250?cb=20131227060301
Joe;Joe, also known as Pony Joe and Donut Joe, is a male unicorn pony and baker who appears in several episodes and the IDW comics. He shares his design and eye color with S04E20 Unnamed Unicorn Stallion #1 and has a similar color scheme to Cherry Gold and MandoPony and Feather Bangs. The name "Joe" is a diminutive form of the name "Joseph." Given his affiliation toward donuts, it's also possible that Joe refers to the slang term for coffee.;[Unicorn];Male;[Canterlot];https://static.wikia.nocookie.net/mlp/images/b/b4/Joe_ID_S2E24.png/revision/latest/scale-to-width-down/180?cb=20150630185710
Hondo Flanks and Cookie Crumbles;Hondo Flanks, also known as Magnum, and Cookie Crumbles, also known as Betty Bouffant, are the married unicorn parents of Rarity and Sweetie Belle. They appear together in Sisterhooves Social, Inspiration Manifestation, and one issue of the IDW comics, and Hondo Flanks appears alone in One Bad Apple. The two are not named in the show, but they are named in other depictions.;[Unicorn];Male;null;https://static.wikia.nocookie.net/mlp/images/7/7f/Hondo_Flanks_ID_S4E23.png/revision/latest/scale-to-width-down/200?cb=20140614061240
